FREQ, EOI," ""Hz"""," ""1""",1,999999999,1,,,,,,,,,,,
EventDate, EventTime, EventCode, EventDescription,,,,,,,,,,,,,,
437, 10/26/2021, 09:16:24," ""...""",99.98931885,100.0392532,100.0132141,0.99965358,0,0,1.00063121,-0.49767008,1,1,0,0,0,60.00003052
436, 10/26/2021, 09:16:27," ""...""",99.99066925,100.0397186,100.0136643,0.99956673,0,0,1.0005455,0.0027419,1,1,0,0,0,60.00004578
435, 10/26/2021, 09:16:30," ""...""",99.99016571,100.0394363,100.0140533,0.99959403,0,0,1.00057888,0.00261505,1,1,0,0,0,60.00008774
434, 10/26/2021, 09:16:33," ""...""",99.99073029,100.038765,100.0140305,0.99950892,0,0,1.00050604,0.5024209,1,1,0,0,0,60.00004578
433, 10/26/2021, 09:16:36," ""...""",99.99047089,100.0392838,100.0137329,0.99953079,0,0,1.00050664,0.50237608,1,1,0,0,0,60.00006104
432, 10/26/2021, 09:16:39," ""...""",99.9907608,100.0393982,100.0134201,0.99946988,0,0,1.00045967,0.86736578,1,1,0,0,0,60.00003433
431, 10/26/2021, 09:16:42," ""...""",99.99053192,100.039505,100.0142593,0.99950558,0,0,1.0004859,0.86740857,1,1,0,0,0,60.00003052
430, 10/26/2021, 09:16:45," ""...""",0,0,0,0.00131409,0,0,0.00134225,1,1,1,0,0,0,60
429, 10/26/2021, 09:16:48," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
428, 10/26/2021, 09:16:51," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
427, 10/26/2021, 09:16:54," ""...""",149.9792633,150.0513153,150.0072937,0.99951893,0,0,1.00040865,0.99999589,1,1,0.03125,0,0,59.99987411
426, 10/26/2021, 09:16:57," ""...""",149.9910736,150.057663,150.0197754,0.9994024,0,0,1.00038362,0.99999583,1,1,0.03125,0,0,60.00025558
425, 10/26/2021, 09:17:00," ""...""",149.9973297,150.0629273,150.0272827,0.99943727,0,0,1.00041795,0.86452508,1,1,0,0,0,60.00012589
424, 10/26/2021, 09:17:03," ""...""",150.0010529,150.0644989,150.0307312,0.99940795,0,0,1.0004046,0.86456978,1,1,0,0,0,60.00005341
423, 10/26/2021, 09:17:06," ""...""",150.0038605,150.0669251,150.0336609,0.99949908,0,0,1.00049019,0.49738866,1,1,0,0,0,60.00005341
422, 10/26/2021, 09:17:09," ""...""",150.0041504,150.0670471,150.0346222,0.99950385,0,0,1.00049198,0.49738693,1,1,0,0,0,60.00005722
421, 10/26/2021, 09:17:12," ""...""",150.0054321,150.0679321,150.0361939,0.99958432,0,0,1.00057411,-0.00296122,1,1,0,0,0,60.00006866
420, 10/26/2021, 09:17:15," ""...""",150.0056152,150.0688019,150.0375214,0.99960619,0,0,1.00059521,-0.00297763,1,1,0,0,0,60.00000763
419, 10/26/2021, 09:17:18," ""...""",150.0047913,150.067627,150.0367279,0.9996931,0,0,1.00065958,-0.50258261,1,1,0,0,0,60.00003815
418, 10/26/2021, 09:17:21," ""...""",150.0053711,150.0678558,150.0374146,0.99968338,0,0,1.00065494,-0.50251746,1,1,0,0,0,60.00004578
417, 10/26/2021, 09:17:24," ""...""",150.0057678,150.0687866,150.0387726,0.99975502,0,0,1.00072169,-0.8674801,1,1,0,0,0,60.00005341
416, 10/26/2021, 09:17:27," ""...""",150.0051727,150.0687408,150.0392304,0.99975324,0,0,1.00072241,-0.86747932,1,1,0,0,0,59.99983215
415, 10/26/2021, 09:17:30," ""...""",150.0061646,150.0700836,150.0399017,0.99977368,0,0,1.00073457,-0.99999607,1,1,0,0,0,60.00017166
414, 10/26/2021, 09:17:33," ""...""",150.0063629,150.0697937,150.0400848,0.99978787,0,0,1.00074601,-0.99999601,1,1,0,0,0,60.00011444
413, 10/26/2021, 09:17:36," ""...""",150.0062103,150.0699158,150.0403748,0.99974686,0,0,1.00070846,-0.86463952,1,1,0,0,0,60.00025177
412, 10/26/2021, 09:17:39," ""...""",150.0067596,150.0704346,150.0407257,0.99974841,0,0,1.00070202,-0.86464208,1,1,0,0,0,60.00001907
411, 10/26/2021, 09:17:42," ""...""",150.0068207,150.0704956,150.0418854,0.99969083,0,0,1.00065565,-0.49761763,1,1,0,0,0,60.00003433
410, 10/26/2021, 09:17:45," ""...""",150.006897,150.070221,150.0419617,0.99966651,0,0,1.00062573,-0.49768159,1,1,0,0,0,60.00004959
409, 10/26/2021, 09:17:48," ""...""",150.0064545,150.0699921,150.0420837,0.99956572,0,0,1.00054777,0.00260018,1,1,0,0,0,60.00003052
408, 10/26/2021, 09:17:51," ""...""",150.006546,150.0704498,150.0420837,0.99959451,0,0,1.0005846,0.00266777,1,1,0,0,0,60.00006104
407, 10/26/2021, 09:17:54," ""...""",150.0061493,150.0693512,150.0413361,0.99950463,0,0,1.00049591,0.5023725,1,1,0,0,0,59.99999237
406, 10/26/2021, 09:17:57," ""...""",150.0059052,150.068985,150.0409241,0.99949491,0,0,1.0004791,0.50236666,1,1,0,0,0,60.00003433
405, 10/26/2021, 09:18:00," ""...""",150.0058746,150.0691376,150.0412293,0.99942893,0,0,1.0004251,0.86742991,1,1,0,0,0,60.00004196
404, 10/26/2021, 09:18:03," ""...""",150.0062408,150.0695038,150.0419006,0.99942905,0,0,1.00042844,0.86737287,1,1,0,0,0,59.99982071
403, 10/26/2021, 09:18:06," ""...""",0,0,0,0.00307129,0,0,0.00312094,1,1,1,0,0,0,59.99993134
402, 10/26/2021, 09:18:09," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
401, 10/26/2021, 09:18:12," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
400, 10/26/2021, 09:18:15," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
399, 10/26/2021, 09:18:18," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
398, 10/26/2021, 09:18:21," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
397, 10/26/2021, 09:18:24," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
396, 10/26/2021, 09:18:27," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
395, 10/26/2021, 09:18:30," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
394, 10/26/2021, 09:18:33," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
393, 10/26/2021, 09:18:36," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
392, 10/26/2021, 09:18:39," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
391, 10/26/2021, 09:18:42," ""...""",0,0,0,0.00076773,0,0,0.00199027,1,1,1,0,0,0,60
390, 10/26/2021, 09:18:45," ""...""",0,0,0,0.00074995,0,0,0.00199639,1,1,1,0,0,0,60
389, 10/26/2021, 09:18:48," ""...""",0,0,0,0,0,0,0.00196446,1,1,1,0,0,0,60
388, 10/26/2021, 09:18:51," ""...""",0,0,0,0.99970096,0,0,2.99867129,1,1,1,0,0,0,60
387, 10/26/2021, 09:18:54," ""...""",0,0,0,0.99954438,0.99976325,0.99992841,2.99905729,1,1,1,0,0,0,60
386, 10/26/2021, 09:18:57," ""...""",0,0,0,0.00471674,0.00443505,0.00420509,0.01321249,1,1,1,0,0,0,60
385, 10/26/2021, 09:19:00," ""...""",0,0,0,1.99954879,1.99969709,1.99981713,5.9989872,1,1,1,0,0,0,60
384, 10/26/2021, 09:19:03," ""...""",0,0,0,1.9992882,1.99965429,1.99983561,5.99886656,1,1,1,0,0,0,60
383, 10/26/2021, 09:19:06," ""...""",0,0,0,0.00894192,0.00855316,0.00826923,0.0252703,1,1,1,0,0,0,60
382, 10/26/2021, 09:19:09," ""...""",0,0,0,3.00015783,3.0054965,2.99356961,8.99765968,1,1,1,0,0,0,60
381, 10/26/2021, 09:19:12," ""...""",0,0,0,2.9996841,3.00010562,3.0006249,8.99904919,1,1,1,0,0,0,60
380, 10/26/2021, 09:19:15," ""...""",0,0,0,0.0133945,0.01287101,0.01291823,0.03850791,1,1,1,0,0,0,60
379, 10/26/2021, 09:19:18," ""...""",0,0,0,4.00028324,0,4.0009284,11.99911022,1,1,1,0,0,0,60
378, 10/26/2021, 09:19:21," ""...""",0,0,0,3.99983239,4.0005393,4.00104141,11.99889851,1,1,1,0,0,0,60
377, 10/26/2021, 09:19:24," ""...""",0,0,0,0.01704195,0.01648922,0.01658854,0.04881464,1,1,1,0,0,0,60
376, 10/26/2021, 09:19:27," ""...""",0,0,0,5.00094318,5.00989246,4.98956347,14.99652863,1,1,1,0,0,0,60
375, 10/26/2021, 09:19:30," ""...""",0,0,0,5.00021648,5.00087261,5.00139332,14.99898911,1,1,1,0,0,0,60
374, 10/26/2021, 09:19:33," ""...""",0,0,0,0.02119076,0.02042683,0.02079851,0.06119524,1,1,1,0,0,0,60
373, 10/26/2021, 09:19:36," ""...""",0,0,0,6.00098228,6.00084639,6.00154018,17.99911308,1,1,1,0,0,0,60
372, 10/26/2021, 09:19:39," ""...""",0,0,0,6.00031948,6.00083113,6.00179672,17.99846268,1,1,1,0,0,0,60
371, 10/26/2021, 09:19:42," ""...""",0,0,0,0.02496862,0.02475515,0.02536132,0.07387827,1,1,1,0,0,0,60
370, 10/26/2021, 09:19:45," ""...""",0,0,0,0.00395654,0.00438153,0.00375615,0.0117195,1,1,1,0,0,0,60
369, 10/26/2021, 09:19:48," ""...""",0,0,0,0,0,0.00091074,0.00210754,1,1,1,0,0,0,60
368, 10/26/2021, 09:19:51," ""...""",0,0,0,0.00078033,0,0.00083101,0.00205247,1,1,1,0,0,0,60
367, 10/26/2021, 09:19:54," ""...""",99.99501038,0,0,0.99952185,0.99975497,0.99992061,2.99902391,0.99999624,1,1,0,0,0,59.99998474
366, 10/26/2021, 09:19:57," ""...""",99.99593353,0,0,0.99951518,0.99975187,0.99992359,2.99900603,0.99999607,1,1,0,0,0,60.00007629
365, 10/26/2021, 09:20:00," ""...""",99.99531555,0,0,0.99955136,0.9997682,0.99998003,2.99912429,0.86745864,1,1,0,0,0,60.00003052
364, 10/26/2021, 09:20:03," ""...""",99.99516296,0,0,0.99955106,0.99979091,0.99998516,2.99915576,0.86747986,1,1,0,0,0,60.00012207
363, 10/26/2021, 09:20:06," ""...""",99.99505615,0,0,0.99953222,0.99975401,0.99993998,2.99904943,0.50240582,1,1,0,0,0,59.99986649
362, 10/26/2021, 09:20:09," ""...""",99.99555206,0,0,0.99953574,0.99974602,0.9999519,2.99905658,0.50240028,1,1,0,0,0,60.00001144
361, 10/26/2021, 09:20:12," ""...""",99.99551392,0,0,0.99952054,0.99975908,0.99992168,2.99901748,0.00269037,1,1,0,0,0,60.00002289
360, 10/26/2021, 09:20:15," ""...""",99.99501038,0,0,0.99954122,0.99972934,0.99989927,2.9989872,0.00277053,1,1,0,0,0,60.00009537
359, 10/26/2021, 09:20:18," ""...""",99.99530029,0,0,0.99959677,0.99978501,0.99996501,2.99914432,-0.49757248,1,1,0,0,0,60.00003433
358, 10/26/2021, 09:20:21," ""...""",99.9949646,0,0,0.99960792,0.99977702,0.99992764,2.99915004,-0.49759263,1,1,0,0,0,60.00004196
357, 10/26/2021, 09:20:24," ""...""",99.99576569,0,0,0.99957377,0.99974769,0.99986893,2.99903154,-0.86463064,1,1,0,0,0,60.00004959
356, 10/26/2021, 09:20:27," ""...""",99.99623108,0,0,0.99958545,0.99974811,0.99988693,2.99905229,-0.86461097,1,1,0,0,0,60.00004959
355, 10/26/2021, 09:20:30," ""...""",99.99604797,0,0,0.99957359,0.99975598,0.99988472,2.99903774,-0.99999607,1,1,0,0,0,60.00004959
354, 10/26/2021, 09:20:33," ""...""",99.99649048,0,0,0.99957103,0.99975663,0.99986744,2.9990046,-0.99999601,1,1,0,0,0.03125,60.00004959
353, 10/26/2021, 09:20:36," ""...""",99.99645996,0,0,0.99961489,0.99978256,0.99993265,2.99915338,-0.86743796,1,1,0,0,0,60.00004959
352, 10/26/2021, 09:20:39," ""...""",99.99645996,0,0,0.99961483,0.99978715,0.99992663,2.99913287,-0.86741912,1,1,0,0,0,60.00004959
